BHID,FROM,TO,TARGET,NI,SI,MG
DH0055,15.6,17.5,South_Zone,2.535,38.98,13.06
DH0055,17.5,19.37,South_Zone,2.617,50.07,11.97
DH0055,19.37,20.53,South_Zone,1.776,43.2,11.84
DH0055,20.53,22.3,South_Zone,1.313,43.55,12.34
DH0055,22.3,23.4,South_Zone,0.393,29.14,14.12
DH0055,23.4,25.28,South_Zone,0.38,38.66,12.64
DH0055,25.28,26.96,South_Zone,0.421,33.34,20.9
DH0055,26.96,28.03,South_Zone,4.065,39.89,8.61
DH0055,28.03,29.69,South_Zone,0.01,39.15,14.36
DH0055,29.69,31.05,South_Zone,0.497,41.02,11.89
DH0055,31.05,32.07,South_Zone,1.698,41.69,11.03
DH0055,32.07,34.02,South_Zone,5.321,40.68,13.49
DH0055,34.02,35.17,South_Zone,0.704,57.95,12.92
DH0055,35.17,36.59,South_Zone,1.961,41.96,11.03
DH0055,36.59,37.84,South_Zone,0.508,53.29,16.66
DH0055,37.84,39.4,South_Zone,1.694,48.87,23.05
DH0055,39.4,40.83,South_Zone,3.412,47.37,9.54
DH0055,40.83,42.13,South_Zone,1.167,46.88,12.64
DH0055,42.13,43.13,South_Zone,3.554,38.33,6.63
DH0055,43.13,44.25,South_Zone,1.603,40.67,22.32
DH0055,44.25,45.34,South_Zone,2.758,40.31,11.47
DH0055,45.34,46.45,South_Zone,1.3,46.95,16.69
DH0055,46.45,48.24,South_Zone,3.905,37.34,11.4
DH0055,48.24,50.17,South_Zone,3.104,41.23,12.55
DH0055,50.17,51.34,South_Zone,1.988,44.0,9.31
DH0055,51.34,53.25,South_Zone,2.601,57.25,11.22
DH0055,53.25,54.93,South_Zone,3.71,38.46,12.36
DH0055,54.93,56.51,South_Zone,0.941,20.0,11.42
DH0055,56.51,58.35,South_Zone,0.528,58.3,12.1
DH0055,58.35,60.3,South_Zone,0.591,43.92,12.57
DH0055,60.3,61.73,South_Zone,1.55,40.1,19.55
DH0055,61.73,63.49,South_Zone,1.306,47.97,14.27
DH0055,63.49,65.17,South_Zone,0.01,48.22,10.78
DH0055,65.17,66.78,South_Zone,1.265,60.09,17.49
DH0055,66.78,68.28,South_Zone,3.38,38.43,8.16
DH0055,68.28,69.38,South_Zone,1.458,55.86,7.4
DH0055,69.38,70.61,South_Zone,1.514,42.9,16.59
DH0055,70.61,72.57,South_Zone,1.61,42.4,10.65
DH0055,72.57,73.74,South_Zone,2.242,33.09,9.41
DH0055,73.74,75.32,South_Zone,3.125,46.03,13.39
DH0055,75.32,76.46,South_Zone,1.612,20.0,9.27
DH0055,76.46,78.43,South_Zone,0.584,49.88,25.07
DH0055,78.43,79.47,South_Zone,4.488,47.76,9.16
DH0055,79.47,81.45,South_Zone,2.182,48.82,3.97
DH0055,81.45,82.45,South_Zone,0.01,48.89,10.03
DH0055,82.45,84.09,South_Zone,4.283,42.07,3.26
DH0055,84.09,85.44,South_Zone,1.106,49.64,15.93
DH0055,85.44,86.47,South_Zone,1.332,55.22,20.02
DH0055,86.47,87.66,South_Zone,3.393,46.72,8.97
DH0055,87.66,89.26,South_Zone,1.247,40.92,12.38
DH0055,89.26,90.5,South_Zone,3.534,58.31,14.65
DH0055,90.5,91.6,South_Zone,0.855,57.89,24.52
DH0055,91.6,92.67,South_Zone,0.01,39.4,8.74
DH0055,92.67,94.09,South_Zone,0.477,41.63,13.4
DH0055,94.09,95.59,South_Zone,1.697,49.05,8.08
DH0055,95.59,96.95,South_Zone,1.06,48.8,18.61
DH0055,96.95,98.92,South_Zone,1.128,45.93,23.38
DH0055,98.92,100.06,South_Zone,1.607,45.78,12.74
DH0055,100.06,101.4,South_Zone,1.997,55.73,13.41
DH0055,101.4,103.29,South_Zone,0.992,43.73,20.15
DH0055,103.29,104.93,South_Zone,0.984,55.53,23.86
DH0055,104.93,106.7,South_Zone,1.106,54.35,24.12
DH0055,106.7,108.22,South_Zone,1.363,56.15,27.94
DH0055,108.22,109.26,South_Zone,0.894,46.79,12.91
DH0055,109.26,111.13,South_Zone,0.726,54.8,15.73
DH0055,111.13,112.47,South_Zone,0.44,32.98,22.97
DH0055,112.47,113.64,South_Zone,1.134,55.19,22.16
DH0055,113.64,115.24,South_Zone,0.326,54.2,23.37
DH0055,115.24,116.33,South_Zone,1.306,53.52,22.47
DH0055,116.33,117.58,South_Zone,0.981,51.88,16.05
DH0055,117.58,119.31,South_Zone,1.499,49.94,22.15
DH0055,119.31,120.73,South_Zone,1.91,46.61,13.11
DH0055,120.73,121.96,South_Zone,1.661,44.89,19.0
DH0055,121.96,123.37,South_Zone,1.226,50.7,16.62
DH0055,123.37,124.54,South_Zone,1.407,55.79,18.95
DH0055,124.54,126.31,South_Zone,0.841,51.42,19.78
DH0055,126.31,128.3,South_Zone,1.168,45.71,21.79
DH0055,128.3,130.24,South_Zone,0.693,46.45,24.47
DH0055,130.24,131.24,South_Zone,1.339,51.57,13.21
DH0055,131.24,132.49,South_Zone,1.161,50.58,13.2
DH0055,132.49,133.78,South_Zone,1.185,40.03,22.28
DH0055,133.78,135.31,South_Zone,1.289,51.42,13.73
DH0055,135.31,136.96,South_Zone,0.653,51.85,26.53
DH0055,136.96,138.65,South_Zone,0.884,38.08,19.54
DH0055,138.65,139.88,South_Zone,1.218,54.65,11.56
DH0055,139.88,141.48,South_Zone,1.02,42.03,19.26
DH0055,141.48,142.69,South_Zone,0.613,37.68,20.13
DH0055,142.69,144.25,South_Zone,1.27,46.74,17.51
DH0055,144.25,145.5,South_Zone,1.655,45.04,14.91
DH0055,145.5,147.27,South_Zone,0.422,40.71,18.87
DH0055,147.27,149.26,South_Zone,0.376,33.05,25.35
DH0055,149.26,151.14,South_Zone,0.448,39.51,24.76
DH0055,151.14,152.59,South_Zone,0.264,43.31,14.13
DH0055,152.59,154.49,South_Zone,0.611,37.59,24.8
DH0055,154.49,156.25,South_Zone,0.4,42.74,15.94
DH0055,156.25,157.78,South_Zone,0.296,42.73,21.92
DH0055,157.78,159.43,South_Zone,0.786,30.47,22.09
DH0055,159.43,161.07,South_Zone,0.318,46.69,20.87
DH0055,161.07,162.44,South_Zone,0.475,40.98,19.71
DH0055,162.44,164.07,South_Zone,0.374,41.59,21.19
DH0055,164.07,165.57,South_Zone,0.805,48.79,20.35
DH0055,165.57,167.22,South_Zone,0.406,40.77,27.04
DH0055,167.22,169.12,South_Zone,1.055,40.49,21.83
DH0055,169.12,170.24,South_Zone,0.908,46.66,21.23
DH0055,170.24,171.83,South_Zone,0.753,32.15,22.86
DH0055,171.83,173.8,South_Zone,0.361,44.62,21.34
DH0055,173.8,175.04,South_Zone,1.013,39.78,20.56
DH0055,175.04,176.48,South_Zone,0.684,42.48,20.17
DH0055,176.48,178.44,South_Zone,0.932,42.66,24.94
DH0055,178.44,179.55,South_Zone,0.525,49.91,19.25
DH0055,179.55,180.67,South_Zone,0.511,43.03,24.43
DH0055,180.67,181.3,South_Zone,0.196,43.72,20.38
DH0056,0.0,1.53,Central_Zone,2.833,44.19,12.58
DH0056,1.53,2.82,Central_Zone,2.399,43.98,5.27
DH0056,2.82,4.81,Central_Zone,2.403,36.69,2.36
DH0056,4.81,6.65,Central_Zone,1.975,38.97,8.4
DH0056,6.65,8.18,Central_Zone,1.362,36.24,10.29
DH0056,8.18,10.16,Central_Zone,1.425,46.25,16.05
DH0056,10.16,11.86,Central_Zone,1.423,39.91,11.26
DH0056,11.86,13.77,Central_Zone,2.778,59.18,8.06
DH0056,13.77,15.54,Central_Zone,2.005,30.78,15.93
DH0056,15.54,17.43,Central_Zone,5.689,42.94,11.99
DH0056,17.43,18.45,Central_Zone,1.772,47.18,11.22
DH0056,18.45,20.09,Central_Zone,2.001,56.42,16.33
DH0056,20.09,21.84,Central_Zone,0.01,47.22,12.44
DH0056,21.84,22.86,Central_Zone,1.702,36.18,17.29
DH0056,22.86,24.75,Central_Zone,3.673,59.75,14.99
DH0056,24.75,26.05,Central_Zone,2.177,38.03,10.18
DH0056,26.05,27.27,Central_Zone,1.686,44.36,9.28
DH0056,27.27,28.58,Central_Zone,2.194,39.53,11.21
DH0056,28.58,30.32,Central_Zone,2.899,56.63,15.97
DH0056,30.32,31.38,Central_Zone,2.731,52.0,17.21
DH0056,31.38,32.43,Central_Zone,1.015,27.46,16.16
DH0056,32.43,33.81,Central_Zone,2.075,20.0,8.72
DH0056,33.81,35.17,Central_Zone,3.102,44.84,11.83
DH0056,35.17,37.04,Central_Zone,2.405,45.33,7.37
DH0056,37.04,38.92,Central_Zone,2.11,56.98,10.64
DH0056,38.92,40.37,Central_Zone,0.856,48.96,5.4
DH0056,40.37,41.6,Central_Zone,4.327,42.56,7.83
DH0056,41.6,42.73,Central_Zone,2.243,29.68,8.1
DH0056,42.73,44.24,Central_Zone,3.057,35.34,13.32
DH0056,44.24,45.25,Central_Zone,1.141,62.95,10.94
DH0056,45.25,46.99,Central_Zone,5.473,55.56,8.08
DH0056,46.99,48.49,Central_Zone,1.178,30.08,8.31
DH0056,48.49,49.89,Central_Zone,2.308,45.13,14.44
DH0056,49.89,51.1,Central_Zone,1.961,41.78,11.16
DH0056,51.1,52.39,Central_Zone,3.72,46.6,22.61
DH0056,52.39,53.93,Central_Zone,4.793,50.34,8.96
DH0056,53.93,55.92,Central_Zone,2.899,40.17,7.02
DH0056,55.92,57.85,Central_Zone,3.172,43.12,8.79
DH0056,57.85,59.49,Central_Zone,2.362,46.83,11.74
DH0056,59.49,61.43,Central_Zone,2.631,40.64,13.15
DH0056,61.43,62.71,Central_Zone,1.143,50.02,4.39
DH0056,62.71,64.49,Central_Zone,1.829,43.39,18.9
DH0056,64.49,66.19,Central_Zone,1.547,45.44,22.94
DH0056,66.19,68.18,Central_Zone,2.058,29.3,9.05
DH0056,68.18,69.41,Central_Zone,1.437,44.1,3.23
DH0056,69.41,70.68,Central_Zone,3.922,35.2,10.72
DH0056,70.68,71.76,Central_Zone,1.699,48.06,22.79
DH0056,71.76,73.25,Central_Zone,1.778,51.09,11.99
DH0056,73.25,74.53,Central_Zone,1.516,34.39,12.79
DH0056,74.53,75.56,Central_Zone,1.149,54.06,13.55
DH0056,75.56,77.06,Central_Zone,3.166,43.28,1.0
DH0056,77.06,78.35,Central_Zone,0.222,39.5,4.9
DH0056,78.35,79.61,Central_Zone,5.261,57.12,9.86
DH0056,79.61,80.71,Central_Zone,0.863,53.29,24.16
DH0056,80.71,82.42,Central_Zone,1.755,39.39,15.16
DH0056,82.42,83.96,Central_Zone,2.603,55.21,5.08
DH0056,83.96,85.21,Central_Zone,1.968,45.24,11.0
DH0056,85.21,86.29,Central_Zone,1.262,61.95,24.48
DH0056,86.29,88.01,Central_Zone,3.653,36.56,10.91
DH0056,88.01,89.91,Central_Zone,0.763,55.6,18.03
DH0056,89.91,91.59,Central_Zone,1.62,49.4,21.36
DH0056,91.59,92.76,Central_Zone,2.179,35.9,20.7
DH0056,92.76,93.79,Central_Zone,1.222,46.94,6.18
DH0056,93.79,95.19,Central_Zone,0.783,48.25,16.54
DH0056,95.19,97.14,Central_Zone,0.409,53.14,10.23
DH0056,97.14,98.59,Central_Zone,0.625,47.44,16.69
DH0056,98.59,100.03,Central_Zone,1.131,47.63,9.84
DH0056,100.03,101.49,Central_Zone,0.01,50.48,11.97
DH0056,101.49,102.64,Central_Zone,0.384,49.14,20.58
DH0056,102.64,103.94,Central_Zone,0.395,57.02,13.89
DH0056,103.94,105.16,Central_Zone,0.936,46.4,22.46
DH0056,105.16,106.28,Central_Zone,1.617,33.9,12.25
DH0056,106.28,107.92,Central_Zone,0.609,42.86,20.55
DH0056,107.92,109.67,Central_Zone,1.35,44.13,6.82
DH0056,109.67,111.44,Central_Zone,0.973,38.13,11.9
DH0056,111.44,113.24,Central_Zone,1.186,49.51,25.22
DH0056,113.24,114.3,Central_Zone,1.391,39.25,11.03
DH0056,114.3,115.94,Central_Zone,1.294,43.88,7.64
DH0056,115.94,117.1,Central_Zone,1.648,54.87,11.39
DH0056,117.1,119.08,Central_Zone,2.744,49.37,10.35
DH0056,119.08,120.86,Central_Zone,1.376,50.23,25.71
DH0056,120.86,122.33,Central_Zone,0.888,55.62,29.44
DH0056,122.33,123.36,Central_Zone,2.466,41.61,12.31
DH0056,123.36,124.9,Central_Zone,0.916,45.83,18.5
DH0056,124.9,126.08,Central_Zone,1.309,51.18,20.25
DH0056,126.08,127.36,Central_Zone,1.696,43.3,10.83
DH0056,127.36,128.73,Central_Zone,1.264,27.71,7.68
DH0056,128.73,130.44,Central_Zone,2.903,45.42,12.76
DH0056,130.44,131.62,Central_Zone,1.128,41.42,12.16
DH0056,131.62,132.85,Central_Zone,0.886,43.64,18.92
DH0056,132.85,134.2,Central_Zone,3.588,58.29,14.61
DH0056,134.2,135.28,Central_Zone,0.508,46.93,21.85
DH0056,135.28,136.66,Central_Zone,2.014,58.26,13.43
DH0056,136.66,137.91,Central_Zone,1.592,46.79,16.03
DH0056,137.91,138.98,Central_Zone,1.681,37.93,10.91
DH0056,138.98,140.32,Central_Zone,1.285,41.44,12.83
DH0056,140.32,141.98,Central_Zone,3.947,51.56,3.32
DH0056,141.98,143.83,Central_Zone,0.841,43.81,16.31
DH0056,143.83,145.5,Central_Zone,1.233,52.92,12.98
DH0056,145.5,147.15,Central_Zone,2.171,50.97,20.84
DH0056,147.15,149.08,Central_Zone,0.5,39.09,25.4
DH0056,149.08,151.0,Central_Zone,0.551,39.7,24.87
DH0056,151.0,152.86,Central_Zone,0.644,38.18,14.37
DH0056,152.86,154.48,Central_Zone,1.825,41.56,25.22
DH0056,154.48,156.14,Central_Zone,2.183,52.79,13.77
DH0056,156.14,157.31,Central_Zone,0.901,49.9,18.91
DH0056,157.31,158.43,Central_Zone,0.739,31.04,19.38
DH0056,158.43,160.25,Central_Zone,0.844,41.26,18.48
DH0056,160.25,162.13,Central_Zone,1.451,50.56,17.69
DH0056,162.13,163.89,Central_Zone,1.48,60.62,20.63
DH0056,163.89,165.45,Central_Zone,1.505,46.1,22.13
DH0056,165.45,166.47,Central_Zone,0.7,44.93,28.53
DH0056,166.47,168.18,Central_Zone,0.36,49.9,22.82
DH0056,168.18,169.99,Central_Zone,0.876,47.27,16.72
DH0056,169.99,171.11,Central_Zone,0.482,48.68,12.17
DH0056,171.11,173.05,Central_Zone,1.112,57.49,20.38
DH0056,173.05,174.73,Central_Zone,1.006,55.0,18.69
DH0056,174.73,175.79,Central_Zone,1.387,49.91,14.38
DH0056,175.79,177.3,Central_Zone,0.908,41.51,15.58
DH0056,177.3,179.02,Central_Zone,0.502,36.28,27.39
DH0056,179.02,180.75,Central_Zone,1.391,49.38,18.29
DH0056,180.75,182.18,Central_Zone,0.296,56.28,17.36
DH0056,182.18,183.19,Central_Zone,0.987,39.97,18.97
DH0056,183.19,184.97,Central_Zone,1.386,46.18,20.03
DH0056,184.97,186.68,Central_Zone,0.933,41.37,17.67
DH0056,186.68,188.5,Central_Zone,0.684,40.85,19.97
DH0056,188.5,190.15,Central_Zone,0.749,45.25,19.48
DH0056,190.15,191.39,Central_Zone,0.582,30.84,20.13
DH0056,191.39,192.57,Central_Zone,0.967,40.35,22.89
DH0056,192.57,193.66,Central_Zone,1.107,55.08,21.58
DH0056,193.66,195.21,Central_Zone,0.891,44.51,17.11
DH0056,195.21,196.84,Central_Zone,1.152,48.33,13.84
DH0056,196.84,197.89,Central_Zone,1.061,46.7,24.93
DH0056,197.89,199.42,Central_Zone,0.807,56.02,17.1
DH0056,199.42,200.48,Central_Zone,0.286,38.92,21.4
DH0056,200.48,201.97,Central_Zone,0.6,55.83,10.46
DH0056,201.97,203.13,Central_Zone,1.205,46.97,16.34
DH0056,203.13,204.82,Central_Zone,1.413,46.58,19.29
DH0056,204.82,206.45,Central_Zone,0.842,47.64,17.53
DH0056,206.45,208.12,Central_Zone,0.417,41.16,21.21
DH0056,208.12,209.34,Central_Zone,1.129,43.86,16.81
DH0056,209.34,210.52,Central_Zone,1.731,47.38,28.83
DH0056,210.52,211.95,Central_Zone,0.667,36.69,21.05
DH0056,211.95,213.42,Central_Zone,0.734,41.29,19.61
DH0056,213.42,214.92,Central_Zone,1.177,51.92,19.48
DH0056,214.92,216.84,Central_Zone,1.297,48.08,21.68
DH0056,216.84,218.76,Central_Zone,1.268,47.79,16.59
DH0056,218.76,220.62,Central_Zone,0.269,41.67,27.39
DH0056,220.62,222.52,Central_Zone,0.306,37.49,31.12
DH0056,222.52,224.26,Central_Zone,1.086,48.36,17.34
DH0056,224.26,225.79,Central_Zone,1.413,45.58,8.68
DH0056,225.79,227.54,Central_Zone,0.936,29.46,28.59
DH0056,227.54,229.18,Central_Zone,0.785,36.25,17.18
DH0056,229.18,230.22,Central_Zone,0.06,35.68,17.02
DH0056,230.22,231.54,Central_Zone,0.845,41.35,12.64
DH0056,231.54,233.19,Central_Zone,0.066,34.93,22.91
DH0056,233.19,234.89,Central_Zone,0.854,35.92,26.69
DH0056,234.89,236.69,Central_Zone,0.711,43.28,22.84
DH0056,236.69,237.78,Central_Zone,0.943,39.61,17.33
DH0056,237.78,239.5,Central_Zone,0.787,42.88,24.29
DH0056,239.5,240.94,Central_Zone,0.785,35.01,17.2
DH0056,240.94,242.47,Central_Zone,0.648,49.88,23.62
DH0056,242.47,243.53,Central_Zone,0.448,42.47,12.69
DH0056,243.53,245.29,Central_Zone,0.165,37.2,19.92
DH0056,245.29,247.07,Central_Zone,0.32,42.55,18.25
DH0056,247.07,248.93,Central_Zone,0.201,36.37,21.34
DH0056,248.93,250.36,Central_Zone,0.169,41.06,17.8
DH0056,250.36,252.15,Central_Zone,0.862,33.99,21.21
DH0056,252.15,253.84,Central_Zone,0.699,32.1,16.29
DH0056,253.84,255.37,Central_Zone,0.312,37.3,23.61
DH0056,255.37,256.93,Central_Zone,0.388,36.45,20.33
DH0056,256.93,258.24,Central_Zone,0.283,37.99,17.57
DH0056,258.24,259.94,Central_Zone,1.08,38.66,19.17
DH0056,259.94,261.16,Central_Zone,0.36,33.79,18.48
DH0056,261.16,262.54,Central_Zone,0.327,28.11,18.66
DH0056,262.54,264.24,Central_Zone,0.531,37.42,19.94
DH0056,264.24,265.66,Central_Zone,0.725,39.75,20.18
DH0056,265.66,266.77,Central_Zone,0.702,39.78,19.81
DH0056,266.77,267.97,Central_Zone,0.275,48.08,15.28
DH0056,267.97,269.31,Central_Zone,0.01,37.23,10.96
DH0056,269.31,271.12,Central_Zone,0.819,39.16,20.97
DH0056,271.12,272.23,Central_Zone,0.478,33.98,21.55
DH0056,272.23,273.8,Central_Zone,0.508,37.98,21.26
DH0056,273.8,275.65,Central_Zone,0.672,38.64,29.17
DH0056,275.65,277.55,Central_Zone,0.171,37.22,24.75
DH0056,277.55,279.3,Central_Zone,0.456,45.02,23.91
DH0056,279.3,281.1,Central_Zone,0.286,34.0,20.83
DH0056,281.1,281.96,Central_Zone,0.696,42.69,21.4
DH0057,0.0,1.81,North_Zone,2.477,56.58,13.06
DH0057,1.81,3.53,North_Zone,2.081,50.74,18.01
DH0057,3.53,5.39,North_Zone,4.245,29.91,9.99
DH0057,5.39,6.83,North_Zone,1.649,32.32,9.77
DH0057,6.83,8.22,North_Zone,3.01,30.55,16.09
DH0057,8.22,9.76,North_Zone,0.552,41.62,8.03
DH0057,9.76,11.48,North_Zone,2.565,23.17,14.55
DH0057,11.48,13.18,North_Zone,2.186,28.86,9.91
DH0057,13.18,14.8,North_Zone,3.098,42.53,8.95
DH0057,14.8,15.86,North_Zone,4.018,47.19,5.09
DH0057,15.86,17.49,North_Zone,1.416,36.79,12.47
DH0057,17.49,18.92,North_Zone,5.789,47.44,2.24
DH0057,18.92,20.86,North_Zone,4.456,45.56,11.78
DH0057,20.86,22.53,North_Zone,1.685,35.78,18.76
DH0057,22.53,24.14,North_Zone,1.899,33.17,15.05
DH0057,24.14,25.46,North_Zone,2.097,37.45,17.25
DH0057,25.46,27.39,North_Zone,1.234,51.18,7.55
DH0057,27.39,29.03,North_Zone,3.759,31.29,7.36
DH0057,29.03,30.55,North_Zone,0.956,50.74,14.24
DH0057,30.55,32.52,North_Zone,0.01,49.4,22.43
DH0057,32.52,34.19,North_Zone,1.758,45.98,20.3
DH0057,34.19,35.75,North_Zone,0.867,54.39,24.78
DH0057,35.75,36.76,North_Zone,1.444,48.74,11.36
DH0057,36.76,38.1,North_Zone,1.254,53.07,20.32
DH0057,38.1,39.42,North_Zone,5.0,39.15,14.56
DH0057,39.42,40.46,North_Zone,0.711,44.65,19.89
DH0057,40.46,42.16,North_Zone,1.064,37.35,10.57
DH0057,42.16,44.01,North_Zone,1.222,43.47,18.88
DH0057,44.01,45.92,North_Zone,2.393,56.53,8.77
DH0057,45.92,47.91,North_Zone,0.659,51.72,19.68
DH0057,47.91,48.95,North_Zone,2.546,35.95,9.01
DH0057,48.95,50.02,North_Zone,3.007,61.66,15.06
DH0057,50.02,51.02,North_Zone,3.714,28.21,9.49
DH0057,51.02,52.79,North_Zone,2.741,48.04,6.26
DH0057,52.79,53.95,North_Zone,1.636,54.08,5.31
DH0057,53.95,55.72,North_Zone,1.848,45.44,15.9
DH0057,55.72,57.45,North_Zone,3.65,40.35,8.47
DH0057,57.45,58.74,North_Zone,1.274,59.47,8.42
DH0057,58.74,60.38,North_Zone,2.88,63.54,8.54
DH0057,60.38,61.88,North_Zone,2.622,26.15,9.73
DH0057,61.88,63.19,North_Zone,3.111,38.67,13.45
DH0057,63.19,65.08,North_Zone,1.019,57.2,14.42
DH0057,65.08,66.23,North_Zone,2.061,41.76,19.92
DH0057,66.23,67.87,North_Zone,4.371,21.44,6.12
DH0057,67.87,69.28,North_Zone,3.125,63.0,13.47
DH0057,69.28,70.33,North_Zone,2.781,46.71,17.43
DH0057,70.33,71.48,North_Zone,1.58,50.58,11.36
DH0057,71.48,72.84,North_Zone,2.138,46.86,11.18
DH0057,72.84,74.39,North_Zone,1.94,44.22,24.22
DH0057,74.39,76.28,North_Zone,1.018,30.4,23.4
DH0057,76.28,78.06,North_Zone,2.705,57.51,17.36
DH0057,78.06,79.61,North_Zone,1.911,51.16,21.53
DH0057,79.61,81.38,North_Zone,1.628,34.06,16.42
DH0057,81.38,82.46,North_Zone,0.329,43.31,25.51
DH0057,82.46,83.67,North_Zone,1.259,41.08,16.87
DH0057,83.67,85.38,North_Zone,0.5,40.81,26.55
DH0057,85.38,86.49,North_Zone,0.511,36.18,15.93
DH0057,86.49,87.82,North_Zone,0.183,41.58,18.8
DH0057,87.82,89.68,North_Zone,1.288,42.46,15.18
DH0057,89.68,91.51,North_Zone,1.63,46.57,11.02
DH0057,91.51,92.62,North_Zone,1.453,49.52,19.4
DH0057,92.62,93.82,North_Zone,0.509,50.4,20.17
DH0057,93.82,95.71,North_Zone,1.945,50.12,21.36
DH0057,95.71,96.73,North_Zone,0.438,36.37,24.04
DH0057,96.73,98.46,North_Zone,2.06,51.92,17.6
DH0057,98.46,100.34,North_Zone,0.53,46.93,23.11
DH0057,100.34,102.13,North_Zone,0.505,32.72,18.3
DH0057,102.13,103.62,North_Zone,0.47,45.42,21.13
DH0057,103.62,105.56,North_Zone,0.948,43.11,14.98
DH0057,105.56,107.35,North_Zone,1.28,45.76,12.62
DH0057,107.35,108.9,North_Zone,0.682,35.89,15.83
DH0057,108.9,110.46,North_Zone,1.119,43.78,16.66
DH0057,110.46,112.44,North_Zone,0.728,38.88,15.33
DH0057,112.44,113.87,North_Zone,1.953,53.25,10.7
DH0057,113.87,115.47,North_Zone,0.685,37.15,16.7
DH0057,115.47,117.2,North_Zone,1.012,43.54,20.53
DH0057,117.2,119.18,North_Zone,0.451,34.48,23.13
DH0057,119.18,120.24,North_Zone,0.332,36.52,20.63
DH0057,120.24,121.91,North_Zone,0.276,33.66,18.99
DH0057,121.91,123.53,North_Zone,0.244,31.49,24.96
DH0057,123.53,125.34,North_Zone,1.261,46.43,20.84
DH0057,125.34,126.99,North_Zone,0.188,37.99,19.33
DH0057,126.99,128.95,North_Zone,0.128,39.78,25.42
DH0057,128.95,130.8,North_Zone,1.057,39.52,23.52
DH0057,130.8,131.88,North_Zone,0.996,40.49,18.59
DH0057,131.88,133.58,North_Zone,0.653,39.02,16.82
DH0057,133.58,134.66,North_Zone,0.657,33.97,23.06
DH0057,134.66,136.57,North_Zone,0.309,33.9,20.99
DH0057,136.57,138.17,North_Zone,0.52,39.09,27.78
DH0057,138.17,139.79,North_Zone,0.353,30.11,18.52
DH0057,139.79,141.33,North_Zone,0.306,35.57,19.86
DH0057,141.33,142.76,North_Zone,0.507,37.59,20.12
DH0057,142.76,144.34,North_Zone,0.214,34.56,15.46
DH0057,144.34,144.49,North_Zone,0.108,44.61,23.33
DH0058,0.0,1.19,North_Zone,1.337,47.69,10.22
DH0058,1.19,2.66,North_Zone,2.234,42.59,12.66
DH0058,2.66,4.23,North_Zone,1.122,44.39,14.34
DH0058,4.23,6.2,North_Zone,4.637,44.46,6.64
DH0058,6.2,7.87,North_Zone,1.526,44.6,10.48
DH0058,7.87,8.88,North_Zone,1.945,40.44,11.55
DH0058,8.88,10.5,North_Zone,1.156,33.76,16.82
DH0058,10.5,11.77,North_Zone,1.229,46.78,11.81
DH0058,11.77,13.03,North_Zone,1.525,31.95,12.74
DH0058,13.03,14.36,North_Zone,2.318,45.4,12.12
DH0058,14.36,16.34,North_Zone,1.736,49.96,13.61
DH0058,16.34,17.96,North_Zone,1.925,33.61,7.48
DH0058,17.96,19.7,North_Zone,1.517,39.42,8.82
DH0058,19.7,20.91,North_Zone,1.938,44.86,11.11
DH0058,20.91,22.6,North_Zone,2.228,30.0,17.33
DH0058,22.6,23.97,North_Zone,1.244,43.96,18.63
DH0058,23.97,25.69,North_Zone,0.754,44.93,12.3
DH0058,25.69,27.37,North_Zone,1.45,47.43,17.75
DH0058,27.37,28.6,North_Zone,4.002,37.98,16.3
DH0058,28.6,30.45,North_Zone,2.588,36.92,5.7
DH0058,30.45,31.91,North_Zone,0.601,48.35,13.17
DH0058,31.91,33.1,North_Zone,1.981,20.0,5.16
DH0058,33.1,34.92,North_Zone,1.52,51.65,20.19
DH0058,34.92,36.53,North_Zone,1.218,57.24,20.67
DH0058,36.53,38.44,North_Zone,1.487,44.99,18.16
DH0058,38.44,39.46,North_Zone,0.63,38.91,9.41
DH0058,39.46,41.05,North_Zone,1.09,53.2,13.67
DH0058,41.05,42.72,North_Zone,2.191,54.88,14.43
DH0058,42.72,44.64,North_Zone,0.929,30.15,9.32
DH0058,44.64,45.77,North_Zone,5.106,44.97,11.12
DH0058,45.77,47.22,North_Zone,0.558,56.16,13.76
DH0058,47.22,48.77,North_Zone,0.522,54.29,14.04
DH0058,48.77,50.22,North_Zone,1.044,50.89,16.04
DH0058,50.22,51.27,North_Zone,0.44,43.39,24.2
DH0058,51.27,52.74,North_Zone,2.778,63.33,14.29
DH0058,52.74,54.41,North_Zone,3.453,60.19,12.33
DH0058,54.41,55.68,North_Zone,4.064,26.03,16.52
DH0058,55.68,56.75,North_Zone,4.08,54.3,9.86
DH0058,56.75,58.13,North_Zone,1.571,45.34,8.81
DH0058,58.13,59.83,North_Zone,1.274,47.56,6.33
DH0058,59.83,60.87,North_Zone,1.72,51.15,11.94
DH0058,60.87,62.21,North_Zone,1.868,43.53,14.49
DH0058,62.21,63.27,North_Zone,2.309,44.74,8.07
DH0058,63.27,64.99,North_Zone,1.56,45.32,12.41
DH0058,64.99,66.9,North_Zone,0.713,47.67,20.44
DH0058,66.9,68.64,North_Zone,1.23,40.44,18.75
DH0058,68.64,70.27,North_Zone,1.638,46.82,16.15
DH0058,70.27,71.45,North_Zone,0.684,50.39,19.42
DH0058,71.45,73.31,North_Zone,1.131,55.23,25.95
DH0058,73.31,74.91,North_Zone,0.147,58.16,11.19
